,Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,LAT,LON,num_offenses,HOUR,WEEKDAY
7271,790219,231412586,6/16/2023 0:00,2023-06-16,1,14,Pacific,1406,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,32,M,X,101.0,STREET,,,IC,Invest Cont,3700    MENTONE                      AV,,34.0221,-118.4068,1,0,Friday
7272,698035,231300734,4/26/2023 0:00,2023-04-26,400,13,Newton,1309,1,330,BURGLARY FROM VEHICLE,1607 0344 0329,37.118533876488485,M,H,101.0,STREET,,,IC,Invest Cont,23RD                         ST,MINERVA,34.0173,-118.2281,1,4,Wednesday
7273,917428,241204379,1/6/2024 0:00,2024-01-05,2200,12,77th Street,1245,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,6400    RAYMOND                      AV,,33.9814,-118.2981,1,22,Friday
7274,254697,210211408,7/2/2021 0:00,2021-07-01,1730,2,Rampart,275,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0446 0447 0913 1817,56,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,900 S  BONNIE BRAE                  ST,,34.0511,-118.2774,1,17,Thursday
7275,337600,211906591,3/16/2021 0:00,2021-03-15,2000,19,Mission,1984,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,14800    CHASE                        ST,,34.2247,-118.4575,1,20,Monday
7276,855673,231500650,4/2/2023 0:00,2023-04-01,402,15,N Hollywood,1525,1,310,BURGLARY,1609 0358 1822 1402 0209 0216 0206,35,M,O,210.0,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,6500    LAUREL CANYON                BL,,34.1885,-118.3965,2,4,Saturday
7277,437627,222114685,9/25/2022 0:00,2022-09-25,2120,21,Topanga,2128,2,624,BATTERY - SIMPLE ASSAULT,416,54,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,20100    SATICOY                      ST,,34.212,-118.5754,1,21,Sunday
7278,733925,231419376,10/23/2023 0:00,2023-08-21,1200,14,Pacific,1495,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,40.294279725499926,,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,9200    AIRPORT                      BL,,33.9523,-118.3906,1,12,Monday
7279,190383,201910377,5/28/2020 0:00,2020-05-28,900,19,Mission,1969,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,33,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,9300    STANWIN                      AV,,34.2384,-118.4239,1,9,Thursday
7280,532116,220906445,3/6/2022 0:00,2022-03-06,820,9,Van Nuys,933,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,6100    VAN NUYS                     BL,,34.1809,-118.4487,1,8,Sunday
7281,17839,200713662,9/9/2020 0:00,2020-09-08,1850,7,Wilshire,723,1,310,BURGLARY,1822 1607 0344,51,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,8100 W  3RD                          ST,,34.0721,-118.3659,1,18,Tuesday
7282,444754,220716207,11/5/2022 0:00,2022-11-04,1110,7,Wilshire,743,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,1000 S  STANLEY                      AV,,34.0575,-118.3581,1,11,Friday
7283,461461,221610626,7/20/2022 0:00,2022-07-03,800,16,Foothill,1675,1,310,BURGLARY,344,56,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,11000    OLINDA                       ST,,34.2245,-118.3706,1,8,Sunday
7284,94786,200711252,7/4/2020 0:00,2020-07-04,1400,7,Wilshire,735,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0344 1300 1309,37,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,5500    WILSHIRE                     BL,,34.0633,-118.3473,1,14,Saturday
7285,958993,240121936,12/1/2024 0:00,2024-12-01,1,1,Central,129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,32,M,K,504.0,OTHER RESIDENCE,,,IC,Invest Cont,E  1ST                          ST,S  ALAMEDA                      ST,34.049,-118.2381,1,0,Sunday
7286,367394,211815082,8/11/2021 0:00,2021-08-10,2130,18,Southeast,1839,1,310,BURGLARY,1822 0344 1606 0321,29,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,10300    JUNIPER                      ST,,33.9427,-118.2328,1,21,Tuesday
7287,698560,231107174,3/26/2023 0:00,2023-03-01,1100,11,Northeast,1133,1,310,BURGLARY,0344 0358,36,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,2900    CASITAS                      AV,,34.1116,-118.2467,1,11,Wednesday
7288,293665,211111409,8/1/2021 0:00,2021-07-31,600,11,Northeast,1181,2,886,DISTURBING THE PEACE,0447 0603 1822,52,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,2700    RESERVOIR                    ST,,34.082,-118.2695,1,6,Saturday
7289,47432,200816201,11/8/2020 0:00,2020-11-08,1443,8,West LA,859,1,310,BURGLARY,1609 0344 0321 1822 1402 0216 0209 1420,37,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1600 S  BEDFORD                      ST,,34.0485,-118.3814,2,14,Sunday
7290,242097,210611489,6/17/2021 0:00,2021-06-17,45,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,32,F,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,1600 N  CAHUENGA                     BL,,34.0998,-118.3295,1,0,Thursday
7291,924045,240112484,6/6/2024 0:00,2024-06-06,1800,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,31.2424037999038,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,700 S  FIGUEROA                     ST,,34.0483,-118.2631,1,18,Thursday
7292,67146,201108325,4/14/2020 0:00,2020-04-12,1230,11,Northeast,1169,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,200 S  AVENUE 57,,34.107,-118.1923,1,12,Sunday
7293,226577,212013491,8/25/2021 0:00,2021-08-01,1915,20,Olympic,2074,2,438,RECKLESS DRIVING,1300 1501 1822,20.291375000000002,X,X,101.0,STREET,,,IC,Invest Cont,NORMANDIE                    AV,VENICE                       BL,34.0438,-118.3004,1,19,Sunday
7294,908380,240806754,3/8/2024 0:00,2024-03-08,1000,8,West LA,857,2,662,"BUNCO, GRAND THEFT",1822 0344,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,1100    REXFORD                      DR,,34.0571,-118.3939,1,10,Friday
7295,901988,241608598,5/29/2024 0:00,2024-05-28,2300,16,Foothill,1681,1,310,BURGLARY,1402 0344,38.78249603174602,M,X,108.0,PARKING LOT,,,IC,Invest Cont,12400    ROSCOE                       BL,,34.2217,-118.4031,2,23,Tuesday
7296,955852,241100531,1/27/2024 0:00,2024-01-24,1105,11,Northeast,1124,1,761,BRANDISH WEAPON,1402 2004 1822 0334 0432 0443,22,M,H,210.0,RESTAURANT/FAST FOOD,216.0,SCISSORS,AA,Adult Arrest,3100    SAN FERNANDO                 RD,,34.1149,-118.2459,2,11,Wednesday
7297,936134,241008096,4/24/2024 0:00,2024-04-23,2355,10,West Valley,1075,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329 1414,50.09542675361691,M,W,203.0,OTHER BUSINESS,,,AO,Adult Other,4900    LINDLEY                      AV,,34.1587,-118.5273,1,23,Tuesday
7298,523803,220717497,12/6/2022 0:00,2022-12-04,1400,7,Wilshire,743,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822,30,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900 S  FAIRFAX                      AV,,34.0601,-118.3629,1,14,Sunday
7299,972737,241811547,7/21/2024 0:00,2024-07-20,2100,18,Southeast,1827,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,57,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,9600    WILMINGTON                   AV,,33.9493,-118.2386,1,21,Saturday
7300,546468,221421561,12/27/2022 0:00,2022-12-26,2237,14,Pacific,1469,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,5300    THORNBURN                    ST,,33.9706,-118.373,1,22,Monday
7301,661342,231917310,11/30/2023 0:00,2023-11-30,446,19,Mission,1907,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,71,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,13100    CHESTERWOOD                  ST,,34.3066,-118.4187,1,4,Thursday
7302,422766,221116048,11/8/2022 0:00,2022-11-06,200,11,Northeast,1109,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,5000    GENEVIEVE                    AV,,34.1376,-118.1907,1,2,Sunday
7303,441591,221108041,4/18/2022 0:00,2022-01-01,2050,11,Northeast,1144,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,28,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,2700    TESLA                        AV,,34.1041,-118.2638,1,20,Saturday
7304,972621,240116496,8/9/2024 0:00,2024-08-09,820,1,Central,118,2,888,TRESPASSING,910,38.48362617067062,M,O,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,1200 N  SPRING                       ST,,34.0659,-118.2339,1,8,Friday
7305,822393,230812377,7/22/2023 0:00,2023-07-22,1200,8,West LA,822,1,330,BURGLARY FROM VEHICLE,1300 0344,36,F,H,117.0,BEACH,,,IC,Invest Cont,17000    PACIFIC COAST                HY,,34.0395,-118.5495,1,12,Saturday
7306,879081,240606285,2/18/2024 0:00,2024-02-18,1430,6,Hollywood,668,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,61,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,5600 W  SUNSET                       BL,,34.0981,-118.3113,1,14,Sunday
7307,826551,230712510,7/25/2023 0:00,2023-07-23,1339,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344 0325 1822,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,5200    WILSHIRE                     BL,,34.0622,-118.3429,1,13,Sunday
7308,227835,210204770,1/21/2021 0:00,2021-01-20,1900,2,Rampart,271,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,39,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,900 S  CARONDELET                   ST,,34.0549,-118.2833,1,19,Wednesday
7309,376763,212018965,12/31/2021 0:00,2021-12-31,1614,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,1822 2004 0400 0444 2035 0903 2055 1514,39,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,ALEXANDRIA,6TH                          ST,34.0636,-118.2979,1,16,Friday
7310,917674,240314225,9/13/2024 0:00,2024-09-12,1815,3,Southwest,333,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0342,23,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,2900    CRENSHAW                     BL,,34.0278,-118.3378,1,18,Thursday
7311,469349,221710552,5/27/2022 0:00,2022-05-25,1930,17,Devonshire,1752,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,25,M,B,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,9900    LURLINE                      AV,,34.2536,-118.5913,1,19,Wednesday
7312,831737,231511833,7/4/2023 0:00,2023-07-04,700,15,N Hollywood,1506,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,31,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,11000    RUNNYMEDE                    ST,,34.2057,-118.3719,1,7,Tuesday
7313,145402,202114898,10/16/2020 0:00,2020-03-11,1750,21,Topanga,2175,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,39,M,X,507.0,CONDOMINIUM/TOWNHOUSE,,,AO,Adult Other,22100    BURBANK                      BL,,34.172,-118.6076,1,17,Wednesday
7314,53588,200320254,11/12/2020 0:00,2020-11-11,2230,3,Southwest,326,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,2600    DALTON                       AV,,34.0322,-118.3041,1,22,Wednesday
7315,986732,241213511,6/27/2024 0:00,2024-06-27,1815,12,77th Street,1255,2,354,THEFT OF IDENTITY,0100 1202 0930,66,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7700 S  DENKER                       AV,,33.97,-118.3046,1,18,Thursday
7316,768283,230104140,1/4/2023 0:00,2023-01-03,1700,1,Central,128,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,CENTRAL                      AV,1ST                          ST,34.0509,-118.239,1,17,Tuesday
7317,935316,241713471,10/11/2024 0:00,2024-10-10,1400,17,Devonshire,1764,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,9300    TAMPA                        AV,,34.244,-118.5583,1,14,Thursday
7318,466159,222000758,6/2/2022 0:00,2022-06-02,100,20,Olympic,2014,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 1100 0450 0302,21.14057142857143,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,100 S  NORMANDIE                    AV,,34.0726,-118.3029,1,1,Thursday
7319,141121,201409891,4/21/2020 0:00,2020-04-02,1500,14,Pacific,1466,1,330,BURGLARY FROM VEHICLE,0344 1300,67,M,O,104.0,DRIVEWAY,,,IC,Invest Cont,DUNFIELD,77TH,33.9727,-118.3988,1,15,Thursday
7320,812963,230512201,8/12/2023 0:00,2023-08-12,1,5,Harbor,511,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,25300    BELLE PORTE                  AV,,33.7948,-118.3012,1,0,Saturday
7321,959666,241109451,7/21/2024 0:00,2024-07-20,1605,11,Northeast,1101,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,47,M,A,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,5500    GRIFFITH PARK                DR,,34.1436,-118.2897,1,16,Saturday
7322,864475,230309485,4/17/2023 0:00,2023-04-17,1405,3,Southwest,308,1,761,BRANDISH WEAPON,0602 0334 0913 1309 0561,58,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,2000 S  OAK                          ST,,34.0355,-118.2786,1,14,Monday
7323,648962,231818000,10/16/2023 0:00,2023-10-16,1830,18,Southeast,1831,2,625,OTHER ASSAULT,0913 0444 0448 0400,25,F,B,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 W  120TH                        ST,,33.9237,-118.2848,1,18,Monday
7324,227490,211706062,2/28/2021 0:00,2021-02-26,1600,17,Devonshire,1701,1,310,BURGLARY,1607 0329,23.280065926417773,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,11200    TAMPA                        AV,,34.2866,-118.5754,1,16,Friday
7325,996095,240512920,11/27/2024 0:00,2024-11-13,1200,5,Harbor,559,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,600    TERMINAL                     WY,,33.743,-118.2625,1,12,Wednesday
7326,953390,242009305,6/2/2024 0:00,2024-06-02,730,20,Olympic,2036,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,600 S  BERENDO                      ST,,34.0579,-118.2941,1,7,Sunday
7327,425229,222019586,12/22/2022 0:00,2022-12-18,1600,20,Olympic,2074,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,27,F,H,101.0,STREET,,,IC,Invest Cont,15TH,ARDMORE,34.0455,-118.3025,1,16,Sunday
7328,271154,211507506,4/1/2021 0:00,2021-03-31,101,15,N Hollywood,1555,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,26,F,B,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,11100    HESBY                        ST,,34.1618,-118.3734,1,1,Wednesday
7329,808158,230308881,4/5/2023 0:00,2023-04-02,1340,3,Southwest,317,2,901,VIOLATION OF RESTRAINING ORDER,0603 0361 2038,52,M,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,1600 W  23RD                         ST,,34.0355,-118.2975,1,13,Sunday
7330,25998,200407659,4/8/2020 0:00,2020-04-07,1800,4,Hollenbeck,473,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,500 S  SOTO                         ST,,34.0376,-118.2166,1,18,Tuesday
7331,803138,230319659,11/12/2023 0:00,2023-01-11,945,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,FIGUEROA                     ST,EXPOSITION                   BL,34.0184,-118.2823,1,9,Wednesday
7332,850650,231811046,5/27/2023 0:00,2023-05-27,1200,18,Southeast,1824,1,761,BRANDISH WEAPON,0334 1822 0605 1300,53,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,IMPERIAL                     HY,AVALON                       BL,33.947,-118.2594,1,12,Saturday
7333,981866,240111887,5/26/2024 0:00,2024-05-25,2200,1,Central,139,1,330,BURGLARY FROM VEHICLE,0344 1300 0329 1307 0386,24,F,W,108.0,PARKING LOT,,,IC,Invest Cont,700 E  4TH                          PL,,34.0454,-118.2333,1,22,Saturday
7334,954703,240214164,9/7/2024 0:00,2024-09-06,2330,2,Rampart,204,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0377 0344,28,F,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,4100    SANTA MONICA                 BL,,34.0919,-118.2823,1,23,Friday
7335,81733,200505648,2/9/2020 0:00,2020-02-09,1000,5,Harbor,517,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0416 2000 0400 0408 1243,41,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,1000    LAKME                        AV,,33.7831,-118.2596,1,10,Sunday
7336,970200,241514198,9/30/2024 0:00,2024-09-29,2220,15,N Hollywood,1547,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,IC,Invest Cont,11400    CHANDLER                     BL,,34.1681,-118.379,1,22,Sunday
7337,890360,241309930,6/3/2024 0:00,2024-05-30,2000,13,Newton,1361,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,47TH                         ST,BROADWAY,34.0011,-118.2783,1,20,Thursday
7338,762402,230219365,10/18/2023 0:00,2023-10-15,2200,2,Rampart,281,1,210,ROBBERY,1822 0342 0416 0344 0446,45,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,11TH                         ST,ALVARADO                     ST,34.0503,-118.2808,1,22,Sunday
7339,879643,241904298,1/10/2024 0:00,2024-01-07,1703,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,38.363789941584386,M,O,405.0,CLOTHING STORE,,,IC,Invest Cont,7800    VAN NUYS                     BL,,34.2153,-118.4409,1,17,Sunday
7340,420183,220118084,8/9/2022 0:00,2022-08-08,1600,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1605 1822 0321,32,F,F,707.0,GARAGE/CARPORT,,,IC,Invest Cont,700 W  OLYMPIC                      BL,,34.0444,-118.2628,1,16,Monday
7341,350901,211105187,2/5/2021 0:00,2021-02-02,1430,11,Northeast,1117,2,901,VIOLATION OF RESTRAINING ORDER,2038,69,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,1900    CAMPUS                       RD,,34.1306,-118.2091,1,14,Tuesday
7342,791879,230122788,10/26/2023 0:00,2023-10-25,1600,1,Central,142,2,666,"BUNCO, ATTEMPT",344,46,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,300 S  GRAND                        AV,,34.053,-118.2512,1,16,Wednesday
7343,761911,231705476,2/3/2023 0:00,2023-02-02,1025,17,Devonshire,1712,1,330,BURGLARY FROM VEHICLE,1609 0344 1822,71,M,W,108.0,PARKING LOT,,,IC,Invest Cont,19300    RINALDI                      ST,,34.275,-118.5543,1,10,Thursday
7344,329283,220606106,2/16/2022 0:00,2021-11-05,18,6,Hollywood,643,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0929,53,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,1700    CAMINO PALMERO               ST,,34.1016,-118.35,1,0,Friday
7345,360577,212104264,1/9/2021 0:00,2021-01-08,2000,21,Topanga,2156,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,AA,Adult Arrest,6200    OWENSMOUTH                   AV,,34.1829,-118.6015,1,20,Friday
7346,433472,221515400,9/25/2022 0:00,2022-09-17,100,15,N Hollywood,1599,1,330,BURGLARY FROM VEHICLE,1300 0344,66,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,2800    MONTCALM                     AV,,34.1223,-118.3562,1,1,Saturday
7347,442417,221419129,9/26/2022 0:00,2022-09-26,1000,14,Pacific,1434,1,310,BURGLARY,344,66,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12600    MARCO                        PL,,34.0068,-118.4403,1,10,Monday
7348,601672,221811808,6/1/2022 0:00,2022-06-01,740,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2024 1815 0445 1300,42,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,800 W  104TH                        PL,,33.9415,-118.2894,1,7,Wednesday
7349,594584,221904351,1/10/2022 0:00,2022-01-08,2200,19,Mission,1907,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,12800    NEWTON                       ST,,34.3012,-118.4117,1,22,Saturday
7350,41106,201208206,3/1/2020 0:00,2020-02-11,1200,12,77th Street,1245,2,354,THEFT OF IDENTITY,0100 1822,44,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1500 W  65TH                         PL,,33.9798,-118.3024,1,12,Tuesday
7351,781298,241104035,1/1/2024 0:00,2023-12-28,1230,11,Northeast,1141,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,35,M,W,101.0,STREET,,,IC,Invest Cont,1900 N  BERENDO                      ST,,34.1054,-118.294,1,12,Thursday
7352,238230,211610992,8/29/2021 0:00,2021-08-29,1705,16,Foothill,1645,2,900,VIOLATION OF COURT ORDER,2038 1501,44,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,12400    OSBORNE                      ST,,34.2626,-118.4094,1,17,Sunday
7353,932858,241505413,1/29/2024 0:00,2024-01-27,2200,15,N Hollywood,1596,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,70,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,3000    LAUREL CANYON                BL,,34.1339,-118.3744,1,22,Saturday
7354,985076,240807030,3/18/2024 0:00,2024-03-13,1427,8,West LA,835,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,40,F,O,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,1900    MALCOLM                      AV,,34.0493,-118.4337,1,14,Wednesday
7355,3847,200510007,5/28/2020 0:00,2020-05-27,1502,5,Harbor,519,1,510,VEHICLE - STOLEN,,37.55386270419843,,H,108.0,PARKING LOT,,,AA,Adult Arrest,1300 E  LOMITA                       BL,,33.7997,-118.254,1,15,Wednesday
7356,107943,200116019,8/8/2020 0:00,2020-08-07,1620,1,Central,162,2,946,OTHER MISCELLANEOUS CRIME,0910 1822 2048,27,M,H,903.0,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,600 W  7TH                          ST,,34.0473,-118.2566,1,16,Friday
7357,869911,230610687,6/3/2023 0:00,2023-06-03,1720,6,Hollywood,677,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2002 0913 2000 1813 1814 1300 1310 0400 0416 0432,30,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,SANTA MONICA,VAN NESS,34.0907,-118.3157,1,17,Saturday
7358,896456,242006996,3/8/2024 0:00,2024-03-08,500,20,Olympic,2004,2,901,VIOLATION OF RESTRAINING ORDER,1202 0562 0913 2038 0602,61,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,4600    ROSEWOOD                     AV,,34.079,-118.3046,1,5,Friday
7359,300194,211112964,9/13/2021 0:00,2021-09-10,330,11,Northeast,1162,2,354,THEFT OF IDENTITY,0377 1822,64,M,W,101.0,STREET,,,IC,Invest Cont,1500 N  VERMONT                      AV,,34.0982,-118.2918,1,3,Friday
7360,705193,230109197,3/23/2023 0:00,2023-03-18,1430,1,Central,111,1,510,VEHICLE - STOLEN,,35.01597097440407,,H,101.0,STREET,,,IC,Invest Cont,ALAMEDA                      ST,ALPINE                       ST,34.0616,-118.2363,1,14,Saturday
7361,661297,232114889,10/4/2023 0:00,2023-10-03,1030,21,Topanga,2144,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,41.345974455927646,,H,104.0,DRIVEWAY,,,IC,Invest Cont,6200    CAPISTRANO                   AV,,34.1832,-118.6164,1,10,Tuesday
7362,837904,231013930,9/20/2023 0:00,2023-09-19,2355,10,West Valley,1008,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 1206 0444 1420 1234,29,M,H,207.0,BAR/COCKTAIL/NIGHTCLUB,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,16400    VANOWEN                      ST,,34.1939,-118.4902,1,23,Tuesday
