,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
427406,221222567,8/29/2022 0:00,8/23/2022 0:00,930,12,77th Street,1265,1,310,BURGLARY,1822 0344 0352 0342 2021 0202,56,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1000 W  84TH                         ST,,33.9627,-118.2919
10675,200914510,9/9/2020 0:00,9/9/2020 0:00,1310,9,Van Nuys,904,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 1278 0334 1822,39,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,14500    SATICOY                      ST,,34.2084,-118.4599
324716,210500731,9/7/2021 0:00,9/7/2021 0:00,1620,5,Harbor,585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 1402 2004 0411 0319 0334 0417 1822 0445,64,M,W,103.0,ALLEY,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,,,2300 S  PACIFIC                      AV,,33.7243,-118.2963
860042,232012462,7/5/2023 0:00,7/5/2023 0:00,2004,20,Olympic,2062,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0352 0344 1822 1221 1309 0342 0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,3100 W  PICO                         BL,,34.0506,-118.3127
995872,240408468,6/27/2024 0:00,6/27/2024 0:00,1600,4,Hollenbeck,478,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3300    WHITTIER                     BL,,34.0289,-118.2036
728103,231814221,7/31/2023 0:00,7/31/2023 0:00,325,18,Southeast,1841,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1419 1407 0416 1821 1241 1813 1243 2000 0913,32,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,,,800 W  111TH                        ST,,33.9346,-118.2894
257003,211915666,11/16/2021 0:00,11/15/2021 0:00,2100,19,Mission,1904,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,13800    NURMI                        ST,,34.3223,-118.4349
387071,210508381,4/26/2021 0:00,4/16/2021 0:00,300,5,Harbor,532,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100    RONAN                        AV,,33.7845,-118.2721
552149,221518966,12/25/2022 0:00,12/25/2022 0:00,2149,15,N Hollywood,1555,1,310,BURGLARY,344,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,11300    MAGNOLIA                     BL,,34.1649,-118.3774
527417,222115963,10/27/2022 0:00,10/26/2022 0:00,2030,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,1307 0344,24,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6400    CANOGA                       AV,,34.1867,-118.5974
744262,231117228,12/25/2023 0:00,12/24/2023 0:00,2243,11,Northeast,1178,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,39,F,H,101.0,STREET,,,AO,Adult Other,901.0,,,,3200    GRANADA                      ST,,34.0959,-118.2288
527018,220609871,5/6/2022 0:00,5/5/2022 0:00,1900,6,Hollywood,632,2,886,DISTURBING THE PEACE,1501 1822,32,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886.0,,,,7900 W  SUNSET                       BL,,34.0981,-118.3615
122044,201615161,11/27/2020 0:00,7/1/2020 0:00,1,16,Foothill,1651,1,121,"RAPE, FORCIBLE",0552 0913 0527 1259,15,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,9500    REMICK                       AV,,34.2427,-118.418
980523,241010790,9/2/2024 0:00,9/1/2024 0:00,2230,10,West Valley,1015,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7200    BALCOM                       AV,,34.2012,-118.5208
223454,210716675,12/13/2021 0:00,12/12/2021 0:00,1000,7,Wilshire,702,1,310,BURGLARY,1601 0344 1822,52,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,700 N  MARTEL                       AV,,34.0836,-118.3511
748395,231516148,10/16/2023 0:00,10/13/2023 0:00,1600,15,N Hollywood,1545,1,310,BURGLARY,1822 0321 0344,30,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,11900    MAGNOLIA                     BL,,34.1649,-118.3922
701181,231010476,6/18/2023 0:00,6/13/2023 0:00,1400,10,West Valley,1067,2,662,"BUNCO, GRAND THEFT",701,23,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,662.0,,,,17300    VENTURA                      BL,,34.166,-118.5095
710582,230305818,2/5/2023 0:00,2/4/2023 0:00,145,3,Southwest,362,1,520,VEHICLE - ATTEMPT STOLEN,1202 1307 1302 1609 0329 0342 1822 0216 1402,66,M,B,101.0,STREET,311.0,HAMMER,IC,Invest Cont,520.0,998.0,,,4800 W  MARTIN LUTHER KING JR        BL,,34.017,-118.3477
107319,200917737,11/27/2020 0:00,11/26/2020 0:00,1930,9,Van Nuys,923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1300,40,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,998.0,,,14800    ARCHWOOD                     ST,,34.193,-118.4553
734154,230213416,6/30/2023 0:00,6/30/2023 0:00,1750,2,Rampart,251,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,LA FAYETTE PARK,6TH,34.0628,-118.2824
968172,241507502,2/27/2024 0:00,2/10/2024 0:00,2000,15,N Hollywood,1559,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0352,65,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,4600    SANCOLA                      AV,,34.154,-118.3539
437999,222019142,10/29/2022 0:00,10/29/2022 0:00,945,20,Olympic,2016,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1602 0385,33,M,W,103.0,ALLEY,,,IC,Invest Cont,331.0,,,,100 S  NORMANDIE                    AV,,34.0728,-118.3004
424085,221111867,7/23/2022 0:00,7/23/2022 0:00,1500,11,Northeast,1137,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416,57,F,O,110.0,FREEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,PASADENA                     FY,YORK                         BL,34.1109,-118.2016
352927,210712483,8/27/2021 0:00,8/27/2021 0:00,1610,7,Wilshire,764,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004 1822,57,M,H,102.0,SIDEWALK,308.0,STICK,IC,Invest Cont,230.0,,,,1400    MEADOWBROOK                  AV,,34.0476,-118.3506
25548,201304839,1/12/2020 0:00,1/12/2020 0:00,900,13,Newton,1333,1,310,BURGLARY,0344 1221 0352,0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,500 E  31ST                         ST,,34.0186,-118.2657
21544,200816011,11/3/2020 0:00,11/2/2020 0:00,1600,8,West LA,837,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11000    STRATHMORE                   DR,,34.0678,-118.4512
170580,202013571,8/18/2020 0:00,8/17/2020 0:00,1200,20,Olympic,2005,1,480,BIKE - STOLEN,1822 0344,40,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480.0,,,,500 N  KINGSLEY                     DR,,34.0799,-118.3034
531932,221807898,3/21/2022 0:00,3/21/2022 0:00,2215,18,Southeast,1846,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100 0430 0858,52,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,1400 E  115TH                        ST,,33.9304,-118.2504
71716,200617256,10/27/2020 0:00,10/26/2020 0:00,2200,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822 1501,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,6700 W  HOLLYWOOD                    BL,,34.1034,-118.3325
726265,230204846,1/21/2023 0:00,1/20/2023 0:00,1600,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600    MALTMAN                      AV,,34.0802,-118.2832
311798,211811013,5/25/2021 0:00,5/25/2021 0:00,1730,18,Southeast,1822,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0554 1259,17,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 W  98TH                         ST,,33.9472,-118.2745
111528,200212255,7/6/2020 0:00,7/6/2020 0:00,1500,2,Rampart,245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0903 0906 1822 0342 0334 0432 1536 1815 2054,35,M,H,109.0,PARK/PLAYGROUND,304.0,CLUB/BAT,JA,Juv Arrest,230.0,,,,6TH                          ST,PARK VIEW                    ST,34.0609,-118.278
740905,231817134,9/28/2023 0:00,9/2/2023 0:00,1000,18,Southeast,1827,2,354,THEFT OF IDENTITY,1822 0100 0930,33,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700 E  CENTURY                      BL,,33.9456,-118.243
44648,200908307,4/9/2020 0:00,3/24/2020 0:00,1355,9,Van Nuys,932,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,55,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,15100    ERWIN                        ST,,34.183,-118.4618
593330,221317933,9/19/2022 0:00,7/27/2022 0:00,800,13,Newton,1371,2,662,"BUNCO, GRAND THEFT",0344 0701 0913 1810,26,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,5600 S  BROADWAY,,33.9915,-118.2783
744481,231215283,7/7/2023 0:00,6/30/2023 0:00,1200,12,77th Street,1248,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 W  GAGE                         AV,,33.982,-118.2877
752549,231416266,8/25/2023 0:00,8/18/2023 0:00,1,14,Pacific,1483,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,9300    LINCOLN                      BL,,33.9568,-118.429
515149,222018292,12/7/2022 0:00,12/3/2022 0:00,1513,20,Olympic,2019,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,200 S  WESTMORELAND                 AV,,34.0704,-118.2877
30688,201306884,2/21/2020 0:00,2/21/2020 0:00,1530,13,Newton,1323,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 2000 1814,27,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1100 E  22ND                         ST,,34.0232,-118.2554
57823,201104326,1/8/2020 0:00,1/7/2020 0:00,1800,11,Northeast,1116,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,AVENUE 51,HUB                          ST,34.1185,-118.2055
446749,221210354,4/18/2022 0:00,4/18/2022 0:00,2140,12,77th Street,1233,2,354,THEFT OF IDENTITY,100,47,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
691363,241704142,1/1/2024 0:00,12/31/2023 0:00,1200,17,Devonshire,1752,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,30,M,W,208.0,AUTO SALES LOT,,,IC,Invest Cont,956.0,,,,9900    LURLINE                      AV,,34.2536,-118.5913
157473,201817240,9/15/2020 0:00,9/15/2020 0:00,1330,18,Southeast,1824,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10100    AVALON                       BL,,33.9442,-118.265
794848,232011825,6/22/2023 0:00,6/22/2023 0:00,130,20,Olympic,2076,1,210,ROBBERY,1822 0344 0334 1310 0906 0312 0432 0345,23,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,1500 S  NORMANDIE                    AV,,34.0455,-118.3003
235551,211309891,5/19/2021 0:00,5/19/2021 0:00,805,13,Newton,1309,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1700 S  SANTA FE                     AV,,34.0244,-118.23
844541,231217681,8/15/2023 0:00,8/9/2023 0:00,630,12,77th Street,1251,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 2021 0917 1822 0416 0445,50,F,H,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,3400 W  FLORENCE                     AV,,33.9745,-118.3309
478247,221409668,4/23/2022 0:00,4/16/2022 0:00,1200,14,Pacific,1477,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,7800    NAYLOR                       AV,,33.9698,-118.3947
715932,231804470,1/8/2023 0:00,1/7/2023 0:00,1900,18,Southeast,1806,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100 E  89TH                         ST,,33.9556,-118.2564
112494,201008078,4/15/2020 0:00,4/15/2020 0:00,2000,10,West Valley,1024,1,210,ROBBERY,2000 1814 0913 0419 0344 0448 1420,54,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,626.0,,,6700    KURL                         WY,,34.192,-118.543
345507,211705414,2/5/2021 0:00,2/5/2021 0:00,215,17,Devonshire,1762,2,624,BATTERY - SIMPLE ASSAULT,0216 0345 1822 1266 0416,33,M,O,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,9800    MASON                        AV,,34.2484,-118.5798
308565,211808768,4/8/2021 0:00,4/7/2021 0:00,900,18,Southeast,1827,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9200    ANZAC                        AV,,33.9528,-118.2374
379116,210617752,10/19/2021 0:00,10/18/2021 0:00,1830,6,Hollywood,636,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 0329 1609,36,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,YUCCA,CHEROKEE,34.1032,-118.3348
331317,211811835,6/11/2021 0:00,6/11/2021 0:00,1750,18,Southeast,1801,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100 1300 1822 1402,0,X,X,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753.0,,,,HOOVER                       ST,MANCHESTER                   AV,33.9601,-118.2871
961936,240119418,10/3/2024 0:00,10/3/2024 0:00,2310,1,Central,132,2,888,TRESPASSING,0910 1501,0,X,X,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888.0,,,,200 S  HOPE                         ST,,34.0549,-118.2511
35627,200805043,1/24/2020 0:00,1/9/2020 0:00,1835,8,West LA,839,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0930 0325 1822 1420,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,653.0,,,10200    SANTA MONICA                 BL,,34.0605,-118.4193
469479,220704764,1/22/2022 0:00,1/22/2022 0:00,1838,7,Wilshire,724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,24,F,A,415.0,THE GROVE,,,IC,Invest Cont,341.0,,,,100    THE GROVE                    DR,,34.0736,-118.3563
638367,231205677,1/22/2023 0:00,1/19/2022 0:00,710,12,77th Street,1255,2,354,THEFT OF IDENTITY,100,23,M,H,101.0,STREET,,,IC,Invest Cont,354.0,,,,7400 S  DENKER                       AV,,33.9728,-118.3046
338758,210115853,8/27/2021 0:00,8/26/2021 0:00,1530,1,Central,133,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402 2028,31,M,H,248.0,CELL PHONE STORE,,,IC,Invest Cont,341.0,998.0,,,200 S  BROADWAY,,34.0522,-118.2469
181514,202112393,8/6/2020 0:00,6/6/2020 0:00,2000,21,Topanga,2146,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0910 1822,0,M,O,882.0,MTA - ORANGE LINE - SHERMAN WAY,,,IC,Invest Cont,745.0,,,,SHERMAN                      WY,CANOGA,34.201,-118.5977
1001862,240905852,2/21/2024 0:00,2/20/2024 0:00,830,9,Van Nuys,933,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,14600    FRIAR                        ST,,34.1857,-118.4509
263958,210509084,5/14/2021 0:00,5/13/2021 0:00,1930,5,Harbor,507,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1500 W  223RD                        ST,,33.8245,-118.3064
831156,231615218,12/21/2023 0:00,12/21/2023 0:00,5,16,Foothill,1695,1,761,BRANDISH WEAPON,1402 1407 1419 0913 0334 0443 0603,43,M,B,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,761.0,930.0,998.0,,11000    ARMINTA                      ST,,34.2139,-118.3703
558251,221807247,3/10/2022 0:00,3/10/2022 0:00,1530,18,Southeast,1802,1,210,ROBBERY,1822 0344 1300 1313 0400 0429,54,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,FIGUEROA                     ST,92ND                         ST,33.9528,-118.2827
96671,201015183,11/18/2020 0:00,11/18/2020 0:00,1745,10,West Valley,1033,1,310,BURGLARY,0913 1609 0321 0344 0352 1414,39,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,19000    FRIAR                        ST,,34.1857,-118.547
44609,201206419,2/3/2020 0:00,2/3/2020 0:00,2345,12,77th Street,1268,2,901,VIOLATION OF RESTRAINING ORDER,2038 1276,24,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,100 W  85TH                         PL,,33.9608,-118.2739
168418,202110114,6/2/2020 0:00,4/24/2020 0:00,1200,21,Topanga,2103,2,354,THEFT OF IDENTITY,928,37,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9000    TOPANGA CANYON               BL,,34.2259,-118.6126
526064,220811126,6/23/2022 0:00,6/23/2022 0:00,1130,8,West LA,806,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1804,30,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 N  FARING                       RD,,34.084,-118.4333
631772,221708161,4/26/2022 0:00,4/26/2022 0:00,1855,17,Devonshire,1722,1,210,ROBBERY,0416 0443 0945 2024 1822 0325,0,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,21400    DEVONSHIRE                   ST,,34.2607,-118.6025
962821,242006746,3/1/2024 0:00,2/19/2024 0:00,1200,20,Olympic,2045,2,354,THEFT OF IDENTITY,0100 1822 0929 0930 0928,37,F,J,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,800    FEDORA                       ST,,34.0571,-118.2976
975080,242014025,12/15/2024 0:00,12/15/2024 0:00,10,20,Olympic,2056,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 S  BERENDO                      ST,,34.0491,-118.2937
96613,200809469,5/14/2020 0:00,5/14/2020 0:00,1815,8,West LA,826,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 1420 1822 0344 0325,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,11900    SAN VICENTE                  BL,,34.0571,-118.474
105473,200515094,10/10/2020 0:00,10/10/2020 0:00,1730,5,Harbor,501,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,700 W  182ND                        ST,,33.8696,-118.2865
691031,230104137,1/4/2023 0:00,1/3/2023 0:00,2050,1,Central,155,2,624,BATTERY - SIMPLE ASSAULT,2004 2034 0417 1822,60,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500    MAPLE                        AV,,34.0454,-118.2465
420442,220510023,6/9/2022 0:00,6/9/2022 0:00,750,5,Harbor,501,1,330,BURGLARY FROM VEHICLE,1822 0329 0344,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,700 W  182ND                        ST,,33.8696,-118.2863
64142,200408985,5/18/2020 0:00,5/18/2020 0:00,1400,4,Hollenbeck,464,2,622,BATTERY ON A FIREFIGHTER,0417 1822 2004 1213,38,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,622.0,,,,1ST                          ST,SOTO,34.0437,-118.2098
854936,231115961,11/20/2023 0:00,11/9/2023 0:00,1300,11,Northeast,1162,2,662,"BUNCO, GRAND THEFT",0344 0701 1916 1822 0100,52,M,B,701.0,HOSPITAL,,,IC,Invest Cont,662.0,,,,4600 W  SUNSET                       BL,,34.0982,-118.2896
368283,211709018,6/3/2021 0:00,5/1/2021 0:00,1200,17,Devonshire,1723,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 1257 0913 1501 0554 0500 2024 0518,3,F,H,517.0,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,812.0,813.0,,,10300    DE SOTO                      AV,,34.2573,-118.5886
867124,231224100,12/1/2023 0:00,12/1/2023 0:00,730,12,77th Street,1231,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814 2000 1309,36,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,4100 W  SLAUSON                      AV,,33.9889,-118.3461
558719,221216207,7/21/2022 0:00,7/20/2022 0:00,2000,12,77th Street,1293,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10500 S  GRAMERCY                     PL,,33.9409,-118.3134
906137,240704760,1/18/2024 0:00,1/18/2024 0:00,600,7,Wilshire,729,2,624,BATTERY - SIMPLE ASSAULT,0447 0216,57,M,W,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,200 N  LARCHMONT                    BL,,34.075,-118.3236
124359,201810978,5/6/2020 0:00,5/6/2020 0:00,2200,18,Southeast,1834,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0401 2002,30,M,B,119.0,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10600 S  CENTRAL                      AV,,33.9398,-118.2611
798785,230111313,4/25/2023 0:00,4/22/2023 0:00,1505,1,Central,154,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,72,F,B,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,500 S  SPRING                       ST,,34.0474,-118.2496
900107,242007937,4/1/2024 0:00,4/1/2024 0:00,30,20,Olympic,2038,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0217 0431,65,M,B,301.0,GAS STATION,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,VERMONT,7TH                          ST,34.0598,-118.2916
157393,201615513,12/9/2020 0:00,12/8/2020 0:00,2200,16,Foothill,1601,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11900    SPROULE                      AV,,34.2869,-118.4152
761988,231916213,11/4/2023 0:00,11/4/2023 0:00,800,19,Mission,1971,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000 1814 0448 0913,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8900    ORION                        AV,,34.2319,-118.472
260027,210514260,9/28/2021 0:00,9/28/2021 0:00,1900,5,Harbor,513,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 0913 1814 2000,31,F,O,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1400 W  PACIFIC COAST                HY,,33.7907,-118.2829
361520,211423100,12/17/2021 0:00,12/9/2021 0:00,1500,14,Pacific,1483,2,662,"BUNCO, GRAND THEFT",344,84,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,7300 W  87TH                         ST,,33.9586,-118.4224
479981,221214222,6/20/2022 0:00,6/20/2022 0:00,2200,12,77th Street,1258,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0447 0431 0400 0329 0601,47,X,X,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,W  MAIN                         ST,FLORENCE                     AV,33.9747,-118.2739
559288,232105677,2/15/2023 0:00,7/27/2022 0:00,1200,21,Topanga,2136,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377 0925 1803,53,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,7400    ALABAMA                      AV,,34.2047,-118.599
584765,221110777,6/25/2022 0:00,6/23/2022 0:00,1530,11,Northeast,1177,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,24,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258
752789,230217768,9/8/2023 0:00,6/5/2023 0:00,1554,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,600 N  DILLON                       ST,,34.0786,-118.2788
